elevation_ft,longitude,latitude,station_id,timestamp,air_temp_f,wind_speed_knots,wind_direction_deg,wind_gust_knots,wind_cardinal,pressure_mb
28,-85.59519,30.13521,E9485,2018-10-10T17:17:00-0500,45,9.56,0,17.38,N,1013.54
28,-85.59519,30.13521,E9485,2018-10-10T17:31:00-0500,45,9.56,0,20.86,N,1013.87
28,-85.59519,30.13521,E9485,2018-10-10T17:46:00-0500,44.01,8.69,0,18.25,N,1013.87
28,-85.59519,30.13521,E9485,2018-10-10T18:03:00-0500,44.01,11.29,0,19.13,N,1014.21
28,-85.59519,30.13521,E9485,2018-10-10T18:15:00-0500,44.01,7.81,0,17.38,N,1014.21
28,-85.59519,30.13521,E9485,2018-10-10T18:30:00-0500,43,6.96,0,19.98,N,1014.21
28,-85.59519,30.13521,E9485,2018-10-10T18:45:00-0500,43,4.33,0,13.9,N,1014.55
28,-85.59519,30.13521,E9485,2018-10-10T19:00:00-0500,43,6.96,0,13.9,N,1014.89
28,-85.59519,30.13521,E9485,2018-10-10T19:15:00-0500,43,6.08,0,14.77,N,1015.23
28,-85.59519,30.13521,E9485,2018-10-10T19:30:00-0500,43,13.02,0,22.59,N,1015.23
28,-85.59519,30.13521,E9485,2018-10-10T19:45:00-0500,42.01,8.69,0,15.65,N,1015.57
28,-85.59519,30.13521,E9485,2018-10-10T20:00:00-0500,42.01,9.56,0,16.5,N,1016.24
28,-85.59519,30.13521,E9485,2018-10-10T20:15:00-0500,41,8.69,0,19.98,N,1016.58
28,-85.59519,30.13521,E9485,2018-10-10T20:31:00-0500,39.99,8.69,0,19.98,N,1016.92
28,-85.59519,30.13521,E9485,2018-10-10T20:45:00-0500,39.99,5.21,0,12.17,N,1017.26
28,-85.59519,30.13521,E9485,2018-10-10T21:00:00-0500,39.99,8.69,0,15.65,N,1017.6
28,-85.59519,30.13521,E9485,2018-10-10T21:16:00-0500,39,9.56,0,16.5,N,1017.6
28,-85.59519,30.13521,E9485,2018-10-10T21:32:00-0500,39,6.96,0,16.5,N,1017.93
28,-85.59519,30.13521,E9485,2018-10-10T21:46:00-0500,39,10.44,0,19.98,N,1017.93
28,-85.59519,30.13521,E9485,2018-10-10T22:01:00-0500,39.99,6.96,0,15.65,N,1018.61
28,-85.59519,30.13521,E9485,2018-10-10T22:15:00-0500,39,8.69,0,20.86,N,1018.61
28,-85.59519,30.13521,E9485,2018-10-10T22:31:00-0500,39,9.56,0,23.46,N,1018.95
28,-85.59519,30.13521,E9485,2018-10-10T22:46:00-0500,39,6.96,0,18.25,N,1018.95
28,-85.59519,30.13521,E9485,2018-10-10T23:01:00-0500,39,6.96,0,14.77,N,1019.29
28,-85.59519,30.13521,E9485,2018-10-10T23:17:00-0500,39,6.08,0,18.25,N,1019.63
28,-85.59519,30.13521,E9485,2018-10-10T23:32:00-0500,39,4.33,0,13.02,N,1019.63
28,-85.59519,30.13521,E9485,2018-10-10T23:45:00-0500,39,7.81,0,14.77,N,1019.96
28,-85.59519,30.13521,E9485,2018-10-11T00:00:00-0500,39,6.96,0,15.65,N,1019.96
28,-85.59519,30.13521,E9485,2018-10-11T00:15:00-0500,39,10.44,311,20.86,NW,1019.96
28,-85.59519,30.13521,E9485,2018-10-11T00:30:00-0500,39,6.96,0,18.25,N,1019.96
28,-85.59519,30.13521,E9485,2018-10-11T00:45:00-0500,37.99,8.69,0,18.25,N,1020.3
28,-85.59519,30.13521,E9485,2018-10-11T01:00:00-0500,37.99,8.69,0,15.65,N,1020.64
28,-85.59519,30.13521,E9485,2018-10-11T01:15:00-0500,37.99,6.96,0,13.02,N,1020.64
28,-85.59519,30.13521,E9485,2018-10-11T01:30:00-0500,37.99,5.21,0,13.02,N,1020.64
28,-85.59519,30.13521,E9485,2018-10-11T02:00:00-0500,37.99,8.69,0,16.5,N,1020.64
28,-85.59519,30.13521,E9485,2018-10-11T02:15:00-0500,37.99,8.69,14,14.77,NNE,1020.98
28,-85.59519,30.13521,E9485,2018-10-11T02:30:00-0500,37.99,6.96,0,13.02,N,1021.32
28,-85.59519,30.13521,E9485,2018-10-11T02:45:00-0500,37.99,8.69,0,13.9,N,1021.65
28,-85.59519,30.13521,E9485,2018-10-11T03:00:00-0500,37.99,6.08,0,15.65,N,1021.65
28,-85.59519,30.13521,E9485,2018-10-11T03:15:00-0500,37.99,4.33,0,13.9,N,1021.65
28,-85.59519,30.13521,E9485,2018-10-11T03:30:00-0500,37.99,7.81,0,14.77,N,1021.32
28,-85.59519,30.13521,E9485,2018-10-11T03:46:00-0500,37.99,6.96,0,19.13,N,1021.99
28,-85.59519,30.13521,E9485,2018-10-11T04:00:00-0500,37.99,6.08,0,14.77,N,1021.99
28,-85.59519,30.13521,E9485,2018-10-11T04:16:00-0500,37,6.96,0,14.77,N,1021.99
28,-85.59519,30.13521,E9485,2018-10-11T04:30:00-0500,37,11.29,0,16.5,N,1022.33
28,-85.59519,30.13521,E9485,2018-10-11T04:46:00-0500,37,8.69,0,18.25,N,1021.99
28,-85.59519,30.13521,E9485,2018-10-11T05:01:00-0500,37,7.81,0,13.9,N,1022.33
28,-85.59519,30.13521,E9485,2018-10-11T05:16:00-0500,37,6.08,0,12.17,N,1022.33
28,-85.59519,30.13521,E9485,2018-10-11T05:31:00-0500,37,6.96,0,13.02,N,1022.67
28,-85.59519,30.13521,E9485,2018-10-11T05:46:00-0500,37,8.69,0,15.65,N,1022.67
28,-85.59519,30.13521,E9485,2018-10-11T06:01:00-0500,37,6.96,0,17.38,N,1023.01
28,-85.59519,30.13521,E9485,2018-10-11T06:16:00-0500,37,3.48,0,13.9,N,1023.01
28,-85.59519,30.13521,E9485,2018-10-11T06:31:00-0500,37,3.48,0,10.44,N,1023.01
28,-85.59519,30.13521,E9485,2018-10-11T06:46:00-0500,37,6.96,0,11.29,N,1023.01
